Word,Class,CEFR,Translation,Meaning,Translation Meaning,Example 1,Example 2,Translation E1,Translation E2,Song/singer,Lyrics,Translation
detail,v.,B2,,,,,,,,Shania Twain - Don't!,The way you dramatize every little small detail,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 27 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
detailed,adj.,B2,,,,,,,,,,
detain,v.,C1,,,,,,,,,,
detect,v.,B2,,,,,,,,,,
detection,n.,C1,,,,,,,,,,
detective,n.,A2,,,,,,,,,,
detention,n.,C1,,,,,,,,,,
deteriorate,v.,C1,,,,,,,,,,
determination,n.,B2,,,,,,,,,,
determine,v.,B1,,,,,,,,,,
determined,adj.,B1,,,,,,,,,,
devastate,v.,C1,,,,,,,,Halsey - Hurricane,"Oh, maybe, you could devastate me",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 25 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
develop,v.,A2,,,,,,,,,,
development,n.,B1,,,,,,,,,,
device,n.,A2,,,,,,,,,,
devil,n.,C1,,,,,,,,CXLOE - Devil You Don't,CXLOE — Devil You Don't,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 23 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
devise,v.,C1,,,,,,,,,,
devote,v.,B2,,,,,,,,,,
diagnose,v.,C1,,,,,,,,,,
diagnosis,n.,C1,,,,,,,,,,
diagram,n.,B1,,,,,,,,,,
dialogue,n.,A1,,,,,,,,,,
diamond,n.,B1,,,,,,,,Lil Nas X - Old Town Road (feat. Billy Ray Cyrus) - Remix,"Baby's got a habit, diamond rings and Fendi sports bras",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 21 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
diary,n.,A2,,,,,,,,,,
dictate,v.,C1,,,,,,,,,,
dictator,n.,C1,,,,,,,,,,
dictionary,n.,A1,,,,,,,,,,
die,v.,A1,,,,,,,,The Stickmen Project - Not Over Yet (feat. Grace Grundy),I'd die for you,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 19 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
diet,n.,A1,,,,,,,,Addison Rae - Diet Pepsi,Addison Rae — Diet Pepsi,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 17 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
differ,v.,B2,,,,,,,,,,
difference,n.,A1,,,,,,,,Selena Gomez - Boyfriend,There's a difference between a want and a need,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 16 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
different,adj.,A1,,,,,,,,Just Kiddin - Don't (Fall in Love),Yeah I wish that things were different,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 14 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
differentiate,v.,C1,,,,,,,,,,
differently,adv.,A2,,,,,,,,Reneé Rapp - Shy,But my hands work differently on you,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 13 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
difficult,adj.,A1,,,,,,,,Imagine Dragons - Bad Liar,"Oh, hush, my dear, it's been a difficult year",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 11 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
difficulty,n.,B1,,,,,,,,,,
dig,v.,B2,,,,,,,,Lady Gaga - Replay,"Every single day, yeah I dig a grave",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 09 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
digital,adj.,A2,,,,,,,,Digital Farm Animals - Last Night (feat. HARLEE),Digital Farm Animals — Last Night (feat. HARLEE),MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 07 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
dignity,n.,C1,,,,,,,,,,
dilemma,n.,C1,,,,,,,,Nelly feat. Kelly Rowland - Dilemma,Nelly feat. Kelly Rowland — Dilemma,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 06 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
dimension,n.,C1,,,,,,,,Digital Farm Animals - Last Night (feat. HARLEE),"Out of the blue, another dimension",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 04 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
diminish,v.,C1,,,,,,,,,,
dinner,n.,A1,,,,,,,,Mr. Belt & Wezol - It's Not Right But It's Okay,"Cause only two of you had dinner, I found your credit card receipt",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 02 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
dip,v.,C1,,,,,,,,Eminem - Without Me,"So, come on and dip, bum on your lips",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 58 MINUTES 01 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
diplomat,n.,C1,,,,,,,,,,
diplomatic,n.,C1,,,,,,,,,,
direct,adj.,A2,,,,,,,,,,
direct,adv.,B1,,,,,,,,,,
direction,n.,A2,,,,,,,,Karen Harding - Undo My Heart,I changed direction when you came along,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 59 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
directly,adv.,B1,,,,,,,,Taylor Swift - Anti-Hero,"I'll stare directly at the sun, but never in the mirror",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 57 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
director,n.,A2,,,,,,,,,,
directory,n.,C1,,,,,,,,,,
dirt,n.,B1,,,,,,,,James Arthur - Quite Miss Home - Steve Void Remix,And the dirt drives you crazy,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 56 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
dirty,adj.,A1,,,,,,,,CMC$ - Dirty Talk (with Sam Feldt),CMC$ — Dirty Talk (with Sam Feldt),MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 54 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
disability,n.,B2,,,,,,,,,,
disabled,adj.,B2,,,,,,,,,,
disadvantage,n.,B1,,,,,,,,,,
disagree,v.,A2,,,,,,,,P!nk - Lady Marmalade,"Disagree? Well, that's you, and I'm sorry",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 52 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
disagreement,n.,B2,,,,,,,,,,
disappear,v.,A2,,,,,,,,Aexcit - Never Be Like You,Like I could disappear and you wouldn't care why,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 51 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
disappoint,v.,B2,,,,,,,,,,
disappointed,adj.,B1,,,,,,,,,,
disappointing,adj.,B1,,,,,,,,,,
disappointment,n.,B2,,,,,,,,,,
disaster,n.,A2,,,,,,,,Lady Antebellum - I Run to You,Into a new disaster so I run to you,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 48 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
disastrous,adj.,C1,,,,,,,,,,
disc,n.,B2,,,,,,,,,,
discard,v.,C1,,,,,,,,The Fray - Over My Head (Cable Car),Find another friend and you discard,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 47 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
discharge,v.,C1,,,,,,,,,,
discipline,n.,B2,,,,,,,,,,
disclose,v.,C1,,,,,,,,,,
disclosure,n.,C1,,,,,,,,,,
discount,n.,B1,,,,,,,,,,
discount,v.,B2,,,,,,,,,,
discourage,v.,B2,,,,,,,,,,
discourse,n.,C1,,,,,,,,,,
discover,v.,A2,,,,,,,,Katy Perry - WOMAN’S WORLD,Just look around and you'll discover,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 45 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
discovery,n.,A2,,,,,,,,,,
discretion,n.,C1,,,,,,,,Katy Perry - I Kissed a Girl,Lost my discretion,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 43 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
discrimination,n.,C1,,,,,,,,,,
discuss,v.,A1,,,,,,,,Gorgon City - You've Done Enough,Discuss with and learn from,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 41 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
discussion,n.,A2,,,,,,,,,,
disease,n.,A2,,,,,,,,George Ezra - Dance All Over Me - Jax Jones Remix,"You're perfectly sick, you got that mover's disease",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 39 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
dish,n.,A1,,,,,,,,,,
dishonest,adj.,B2,,,,,,,,,,
dislike,n.,B1,,,,,,,,,,
dismiss,v.,B2,,,,,,,,,,
dismissal,n.,C1,,,,,,,,,,
disorder,n.,B2,,,,,,,,,,
displace,v.,C1,,,,,,,,,,
display,n.,B2,,,,,,,,Britney Spears - Gimme More,You got my display of affection,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 37 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
disposal,n.,C1,,,,,,,,,,
dispose,v.,C1,,,,,,,,,,
dispute,v.,C1,,,,,,,,,,
disrupt,v.,C1,,,,,,,,,,
disruption,n.,C1,,,,,,,,,,
dissolve,v.,C1,,,,,,,,,,
distance,n.,A2,,,,,,,,James Arthur - Quite Miss Home - Steve Void Remix,I really feel the distance,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 35 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
distant,adj.,B2,,,,,,,,Oliver Heldens - Summer Lover (feat. Devin & Nile Rodgers) - Chantel Jeffries Remix,Distant thunder calling your name,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 34 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
distinct,adj.,B2,,,,,,,,,,
distinction,n.,C1,,,,,,,,,,
distinctive,adj.,C1,,,,,,,,,,
distinguish,v.,B2,,,,,,,,,,
distort,v.,C1,,,,,,,,,,
distract,v.,B2,,,,,,,,,,
distress,n.,C1,,,,,,,,Chappell Roan - My Kink Is Karma,Using your distress as foreplay,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 32 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
distribute,v.,B2,,,,,,,,,,
distribution,n.,B2,,,,,,,,,,
district,n.,B2,,,,,,,,,,
disturb,v.,B2,,,,,,,,Reneé Rapp - Leave Me Alone,"Got my hair tied up, phone on ""Don't disturb""",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 30 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
disturbing,adj.,C1,,,,,,,,,,
dive,n.,B2,,,,,,,,Punctual - Lifeline,Dive into longing,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 28 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
diverse,adj.,B2,,,,,,,,,,
diversity,n.,B2,,,,,,,,,,
divert,v.,C1,,,,,,,,,,
divide,v.,B1,,,,,,,,Santana feat. Michelle Branch - The Game of Love,Divide me,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 26 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
divide,n.,B2,,,,,,,,Santana feat. Michelle Branch - The Game of Love,Divide me,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 25 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
divine,adj.,C1,,,,,,,,DJ Katch - You're Makin' Me High,So divine,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 23 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
division,n.,B2,,,,,,,,,,
divorce,v.,B2,,,,,,,,,,
divorced,adj.,A2,,,,,,,,,,
do1,auxiliary v.,A1,,,,,,,,,,
doctor,n.,A1,,,,,,,,Riton - Turn Me On (feat. Vula),"Doctor, prescribe me that drug",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 21 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
doctrine,n.,C1,,,,,,,,,,
document,n.,A2,,,,,,,,,,
document,v.,B2,,,,,,,,,,
documentary,n.,B1,,,,,,,,,,
documentation,n.,C1,,,,,,,,,,
dog,n.,A1,,,,,,,,Glass Animals - A Tear in Space (Airlock),I am your dog,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 19 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
dollar,n.,A1,,,,,,,,Tiësto - BOTH,"Got a million dollar limit on the credit card, I spend most (On God)",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 18 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
domain,n.,C1,,,,,,,,,,
domestic,adj.,B2,,,,,,,,,,
dominance,n.,C1,,,,,,,,,,
dominant,adj.,B2,,,,,,,,Ariana Grande - Bang Bang (with Jessie J & Nicki Minaj),"Queen Nicki dominant, prominent",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 16 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
dominate,v.,B2,,,,,,,,,,
donate,v.,B1,,,,,,,,,,
donation,n.,B2,,,,,,,,,,
donor,n.,C1,,,,,,,,,,
door,n.,A1,,,,,,,,The Chainsmokers - Side Effects,My feet are taking me to your front door,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 14 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
dose,n.,C1,,,,,,,,,,
dot,n.,B2,,,,,,,,,,
double,v.,A2,,,,,,,,kenzie - EXHALE (feat. Sia) - Hook N Sling Remix,You been working double time to catch your breath,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 12 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
doubt,v.,B1,,,,,,,,Zerb - Location,"When they doubt, we just show them",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 11 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
down,prep.,A1,,,,,,,,SOMMA - Harder We Fall,I'll face you all the way down,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 09 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
download,n.,A2,,,,,,,,,,
downstairs,adv.,A1,,,,,,,,,,
downstairs,adj.,A2,,,,,,,,,,
downtown,adv.,B2,,,,,,,,Ed Sheeran - Beautiful People (feat. Khalid),"The party's on, so they're headin' downtown",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 07 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
downwards,adv.,B2,,,,,,,,,,
dozen,det.,B2,,,,,,,,,,
draft,v.,B2,,,,,,,,,,
drag,v.,B2,,,,,,,,Kelly Clarkson - All I Ever Wanted,For I let you drag me down,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 06 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
drain,v.,C1,,,,,,,,,,
drama,n.,A2,,,,,,,,Jax Jones - Tequila - Jax Jones & Martin Solveig Present Europa,"If you want some drama, catch me outside, nah, nah",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 04 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
dramatic,adj.,B2,,,,,,,,OneRepublic - Wanted,"And I know I sound dramatic, but that's just how it feels""",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 02 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
dramatically,adv.,B2,,,,,,,,,,
draw,v.,A1,,,,,,,,The Chainsmokers - Side Effects,"Draw the line, I'm outta line (yeah)",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 57 MINUTES 01 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
drawing,n.,A2,,,,,,,,,,
dream,v.,A2,,,,,,,,INNERVERSE - Reverie,The dream when I’m not sleeping,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 56 MINUTES 59 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
dress,v.,A1,,,,,,,,Bow Anderson - New Wave,I know you thinkin' 'bout my little black dress (black dress),MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 56 MINUTES 58 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
dressed,adj.,B1,,,,,,,,Sophie and the Giants - Paradise,Dressed up so dynamite,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 56 MINUTES 56 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
drift,v.,C1,,,,,,,,INNERVERSE - Reverie,No longer drift alone,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 56 MINUTES 54 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
drink,v.,A1,,,,,,,,James Arthur - Quite Miss Home - Steve Void Remix,We get a drink before it's closing time,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 56 MINUTES 53 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
drive,v.,A1,,,,,,,,Karen Harding - Undo My Heart,Love used to drive me insane,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 56 MINUTES 51 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
drive,n.,A2,,,,,,,,Karen Harding - Undo My Heart,Love used to drive me insane,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 56 MINUTES 50 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
driver,n.,A1,,,,,,,,Olivia Rodrigo - drivers license,I got my driver's license last week,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 56 MINUTES 47 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
driving,n.,A2,,,,,,,,Matt Simons - After The Landslide - Remix,Cause we been driving through the dead of night,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 56 MINUTES 46 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
driving,adj.,C1,,,,,,,,Matt Simons - After The Landslide - Remix,Cause we been driving through the dead of night,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 56 MINUTES 44 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
drop,v.,A2,,,,,,,,Kah-Lo - Exit Sign,Drop it low to the floor and,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 56 MINUTES 42 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
drop,n.,B1,,,,,,,,Kah-Lo - Exit Sign,Drop it low to the floor and,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 56 MINUTES 41 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
